YEAR,MONTH,DAY,DAY_OF_WEEK,FLIGHT_NUMBER,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
2015,7,20,1,6449,1652,1711,19,10,1721,136,126,110,760,1811,6,1808,1817,9,0,0,NA,NA,NA,NA,NA
2015,1,15,4,5487,1018,1013,-5,8,1021,117,120,107,625,1308,5,1315,1313,-2,0,0,NA,NA,NA,NA,NA
2015,11,19,4,2432,630,623,-7,13,636,85,80,63,372,739,4,755,743,-12,0,0,NA,NA,NA,NA,NA
2015,4,9,4,787,752,758,6,9,807,163,166,151,991,938,6,935,944,9,0,0,NA,NA,NA,NA,NA
2015,11,23,1,2108,1430,1444,14,9,1453,125,122,104,667,1637,9,1635,1646,11,0,0,NA,NA,NA,NA,NA
2015,9,4,5,6355,2022,36,254,10,46,123,109,93,692,119,6,2125,125,240,0,0,0,0,240,0,0
2015,11,19,4,1391,1250,1246,-4,13,1259,119,111,88,696,1527,10,1549,1537,-12,0,0,NA,NA,NA,NA,NA
2015,9,4,5,662,1300,1315,15,28,1343,232,241,203,1660,1906,10,1852,1916,24,0,0,9,0,15,0,0
2015,7,8,3,433,1311,1326,15,26,1352,93,100,65,337,1457,9,1444,1506,22,0,0,20,0,0,2,0
2015,7,26,7,1190,1855,1857,2,8,1905,85,78,67,446,2012,3,2020,2015,-5,0,0,NA,NA,NA,NA,NA
2015,1,18,7,2568,1047,1042,-5,19,1101,82,76,51,332,1252,6,1309,1258,-11,0,0,NA,NA,NA,NA,NA
2015,8,9,7,5588,2000,1958,-2,22,2020,143,114,89,617,2149,3,2223,2152,-31,0,0,NA,NA,NA,NA,NA
2015,7,16,4,679,1415,1420,5,6,1426,105,99,88,621,1554,5,1600,1559,-1,0,0,NA,NA,NA,NA,NA
2015,12,23,3,1263,1040,1128,48,21,1149,250,233,206,1514,1315,6,1250,1321,31,0,0,6,0,0,25,0
2015,5,1,5,690,805,806,1,6,812,155,126,115,862,1107,5,1140,1112,-28,0,0,NA,NA,NA,NA,NA
2015,2,17,2,1299,925,1052,87,23,1115,149,144,117,919,1312,4,1154,1316,82,0,0,0,0,82,0,0
2015,4,10,5,2782,854,848,-6,38,926,90,89,47,351,1113,4,1124,1117,-7,0,0,NA,NA,NA,NA,NA
2015,5,12,2,329,1405,1410,5,16,1426,75,89,54,337,1520,19,1520,1539,19,0,0,19,0,0,0,0
2015,9,29,2,572,810,807,-3,14,821,121,109,90,632,951,5,1011,956,-15,0,0,NA,NA,NA,NA,NA
2015,3,22,7,1808,1938,1945,7,16,2001,92,68,44,228,2045,8,2110,2053,-17,0,0,NA,NA,NA,NA,NA
2015,12,24,4,2789,1650,1955,185,12,2007,56,47,32,190,2039,3,1746,2042,176,0,0,0,0,0,176,0
2015,3,1,7,4987,1645,1835,110,18,1853,72,79,58,304,1951,3,1757,1954,117,0,0,7,0,110,0,0
2015,12,29,2,1557,2155,2207,12,52,2259,136,151,92,689,2331,7,2311,2338,27,0,0,15,0,6,6,0
2015,7,12,7,1951,700,657,-3,11,708,102,93,75,507,823,7,842,830,-12,0,0,NA,NA,NA,NA,NA
2015,6,9,2,64,1450,1446,-4,31,1517,46,64,29,123,1546,4,1536,1550,14,0,0,NA,NA,NA,NA,NA
2015,2,11,3,1221,540,536,-4,9,545,155,137,121,991,846,7,915,853,-22,0,0,NA,NA,NA,NA,NA
2015,3,26,4,623,2125,2121,-4,73,2234,392,414,335,2475,109,6,57,115,18,0,0,18,0,0,0,0
2015,12,9,3,565,1925,1924,-1,22,1946,290,284,258,1846,2204,4,2215,2208,-7,0,0,NA,NA,NA,NA,NA
2015,7,20,1,4456,707,656,-11,11,707,63,66,45,201,752,10,810,802,-8,0,0,NA,NA,NA,NA,NA
2015,7,16,4,432,1320,1358,38,14,1412,60,65,47,281,1459,4,1420,1503,43,0,0,5,0,5,33,0
2015,6,1,1,1916,1859,1854,-5,10,1904,122,126,98,603,2042,18,2101,2100,-1,0,0,NA,NA,NA,NA,NA
2015,6,26,5,4273,1945,2142,117,10,2152,65,81,56,323,2248,15,2050,2303,133,0,0,16,0,0,0,117
2015,9,24,4,1130,1659,1649,-10,9,1658,314,318,304,2434,102,5,113,107,-6,0,0,NA,NA,NA,NA,NA
2015,8,13,4,1299,1715,1721,6,15,1736,343,329,311,2504,1947,3,1958,1950,-8,0,0,NA,NA,NA,NA,NA
2015,1,1,4,622,1635,1635,0,17,1652,277,256,229,2153,2241,10,2312,2251,-21,0,0,NA,NA,NA,NA,NA
2015,4,25,6,1816,1304,1319,15,7,1326,131,121,110,814,1516,4,1515,1520,5,0,0,NA,NA,NA,NA,NA
2015,12,8,2,608,805,803,-2,7,810,150,137,124,973,1114,6,1135,1120,-15,0,0,NA,NA,NA,NA,NA
2015,10,20,2,5317,1137,1126,-11,27,1153,57,63,30,118,1123,6,1134,1129,-5,0,0,NA,NA,NA,NA,NA
2015,3,28,6,2157,930,928,-2,8,936,70,68,52,345,1028,8,1040,1036,-4,0,0,NA,NA,NA,NA,NA
2015,3,20,5,635,849,849,0,28,917,255,269,235,1972,1612,6,1604,1618,14,0,0,NA,NA,NA,NA,NA
2015,9,26,6,710,1400,1354,-6,15,1409,163,169,140,1013,1629,14,1643,1643,0,0,0,NA,NA,NA,NA,NA
2015,10,23,5,1839,1400,1359,-1,14,1413,122,104,83,547,1536,7,1602,1543,-19,0,0,NA,NA,NA,NA,NA
2015,1,5,1,6293,1955,2108,73,7,2115,79,96,62,250,2217,27,2114,2244,90,0,0,17,0,0,73,0
2015,3,8,7,2389,1705,1709,4,16,1725,113,106,87,630,1752,3,1758,1755,-3,0,0,NA,NA,NA,NA,NA
2015,3,14,6,680,1920,1922,2,11,1933,145,134,116,1024,2229,7,2245,2236,-9,0,0,NA,NA,NA,NA,NA
2015,8,4,2,4756,1016,1013,-3,20,1033,62,66,38,157,1111,8,1118,1119,1,0,0,NA,NA,NA,NA,NA
2015,1,11,7,146,1715,1738,23,28,1806,130,125,91,725,2037,6,2025,2043,18,0,0,0,0,4,14,0
2015,7,10,5,2493,1935,1941,6,12,1953,177,147,125,944,2158,10,2232,2208,-24,0,0,NA,NA,NA,NA,NA
2015,9,3,4,1739,1310,1307,-3,11,1318,115,102,85,547,1443,6,1505,1449,-16,0,0,NA,NA,NA,NA,NA
2015,4,15,3,906,1141,1136,-5,8,1144,103,92,78,602,1402,6,1424,1408,-16,0,0,NA,NA,NA,NA,NA
2015,5,3,7,4555,1535,1534,-1,11,1545,95,88,73,533,1758,4,1810,1802,-8,0,0,NA,NA,NA,NA,NA
2015,8,7,5,1230,2026,2243,137,24,2307,96,99,70,521,2317,5,2102,2322,140,0,0,3,0,2,135,0
2015,6,11,4,539,1920,1957,37,16,2013,245,237,213,1452,2146,8,2125,2154,29,0,0,0,0,0,29,0
2015,2,14,6,272,600,608,8,14,622,161,168,145,1076,847,9,841,856,15,0,0,7,0,8,0,0
2015,6,28,7,4966,2044,2034,-10,9,2043,61,53,30,139,2113,14,2145,2127,-18,0,0,NA,NA,NA,NA,NA
2015,12,2,3,414,1335,1328,-7,16,1344,228,237,212,1671,1916,9,1923,1925,2,0,0,NA,NA,NA,NA,NA
2015,9,11,5,6083,600,551,-9,18,609,90,110,79,416,628,13,630,641,11,0,0,NA,NA,NA,NA,NA
2015,4,29,3,1180,1350,1415,25,15,1430,278,258,236,2165,1926,7,1928,1933,5,0,0,NA,NA,NA,NA,NA
2015,8,31,1,5312,1207,1158,-9,26,1224,113,117,86,620,1350,5,1400,1355,-5,0,0,NA,NA,NA,NA,NA
2015,4,10,5,5048,1415,1557,102,16,1613,164,165,129,1107,1922,20,1759,1942,103,0,0,1,0,71,31,0
2015,5,7,4,1812,1410,1407,-3,15,1422,238,247,223,1773,2105,9,2108,2114,6,0,0,NA,NA,NA,NA,NA
2015,2,22,7,135,1920,2048,88,25,2113,344,365,335,2153,48,5,2304,53,109,0,0,21,0,0,88,0
2015,12,13,7,1866,645,640,-5,10,650,82,68,54,257,744,4,807,748,-19,0,0,NA,NA,NA,NA,NA
2015,3,1,7,5502,955,1105,70,18,1123,88,77,56,472,1319,3,1223,1322,59,0,0,0,0,0,59,0
2015,9,15,2,2971,1350,1343,-7,22,1405,106,111,85,509,1530,4,1536,1534,-2,0,0,NA,NA,NA,NA,NA
2015,7,11,6,1727,1120,1331,131,12,1343,312,302,283,2176,1526,7,1332,1533,121,0,0,0,0,0,121,0
2015,6,30,2,1667,1034,1029,-5,12,1041,140,138,120,818,1241,6,1254,1247,-7,0,0,NA,NA,NA,NA,NA
2015,4,24,5,1150,1216,1214,-2,6,1220,135,NA,NA,846,1740,8,1531,1748,NA,1,0,NA,NA,NA,NA,NA
2015,6,24,3,1351,810,808,-2,10,818,105,93,79,554,937,4,955,941,-14,0,0,NA,NA,NA,NA,NA
2015,11,5,4,3162,1510,1520,10,11,1531,180,178,152,1050,1803,15,1810,1818,8,0,0,NA,NA,NA,NA,NA
2015,6,1,1,2557,525,524,-1,13,537,102,96,77,516,654,6,707,700,-7,0,0,NA,NA,NA,NA,NA
2015,1,17,6,740,800,759,-1,16,815,125,115,96,679,951,3,1005,954,-11,0,0,NA,NA,NA,NA,NA
2015,5,15,5,1484,1328,1323,-5,16,1339,171,172,150,1175,1809,6,1819,1815,-4,0,0,NA,NA,NA,NA,NA
2015,2,9,1,1135,805,804,-1,40,844,289,294,248,2253,1552,6,1554,1558,4,0,0,NA,NA,NA,NA,NA
2015,7,26,7,3586,1105,1100,-5,9,1109,70,69,56,342,1205,4,1215,1209,-6,0,0,NA,NA,NA,NA,NA
2015,3,10,2,1728,1200,1156,-4,18,1214,140,140,118,861,1412,4,1420,1416,-4,0,0,NA,NA,NA,NA,NA
2015,1,22,4,303,1155,1153,-2,18,1211,194,182,161,1065,1452,3,1509,1455,-14,0,0,NA,NA,NA,NA,NA
2015,11,6,5,2532,720,717,-3,10,727,85,80,61,397,828,9,845,837,-8,0,0,NA,NA,NA,NA,NA
2015,7,27,1,1166,2030,2029,-1,8,2037,79,74,59,387,2136,7,2149,2143,-6,0,0,NA,NA,NA,NA,NA
2015,8,30,7,3032,1220,1235,15,7,1242,110,111,94,646,1416,10,1410,1426,16,0,0,1,0,1,14,0
2015,3,18,3,1495,1955,2132,97,13,2145,106,102,83,632,2308,6,2141,2314,93,0,0,0,0,93,0,0
2015,6,9,2,402,1734,1733,-1,18,1751,186,180,155,1069,2026,7,2040,2033,-7,0,0,NA,NA,NA,NA,NA
2015,2,23,1,680,1931,2034,63,8,2042,108,103,86,674,2308,9,2219,2317,58,0,0,0,0,0,58,0
2015,2,7,6,1278,1305,1302,-3,14,1316,216,185,163,1464,1759,8,1841,1807,-34,0,0,NA,NA,NA,NA,NA
2015,5,3,7,1840,1755,1753,-2,13,1806,97,79,61,425,1807,5,1832,1812,-20,0,0,NA,NA,NA,NA,NA
2015,1,29,4,1048,1345,1400,15,11,1411,136,135,118,936,1709,6,1701,1715,14,0,0,NA,NA,NA,NA,NA
2015,5,29,5,1619,805,805,0,7,812,85,75,63,372,915,5,930,920,-10,0,0,NA,NA,NA,NA,NA
2015,10,4,7,196,530,529,-1,9,538,200,179,165,1204,823,5,850,828,-22,0,0,NA,NA,NA,NA,NA
2015,9,9,3,5924,1040,1032,-8,12,1044,120,114,94,594,1118,8,1140,1126,-14,0,0,NA,NA,NA,NA,NA
2015,2,8,7,453,1059,1056,-3,20,1116,188,169,146,1005,1342,3,1407,1345,-22,0,0,NA,NA,NA,NA,NA
2015,3,12,4,3133,1845,1849,4,14,1903,93,82,59,273,2002,9,2018,2011,-7,0,0,NA,NA,NA,NA,NA
2015,9,20,7,1640,747,746,-1,12,758,328,306,280,2454,1538,14,1615,1552,-23,0,0,NA,NA,NA,NA,NA
2015,2,12,4,2555,639,633,-6,10,643,61,54,37,190,720,7,740,727,-13,0,0,NA,NA,NA,NA,NA
2015,7,16,4,4277,1250,1247,-3,14,1301,108,103,80,542,1421,9,1438,1430,-8,0,0,NA,NA,NA,NA,NA
2015,5,27,3,147,1040,1051,11,11,1102,216,213,199,1448,1321,3,1316,1324,8,0,0,NA,NA,NA,NA,NA
2015,10,28,3,3064,950,950,0,10,1000,200,205,172,1444,1452,23,1510,1515,5,0,0,NA,NA,NA,NA,NA
2015,6,15,1,141,2055,2133,38,8,2141,75,70,55,345,2236,7,2210,2243,33,0,0,0,0,8,25,0
2015,5,7,4,3745,1800,1808,8,10,1818,60,64,49,248,1907,5,1900,1912,12,0,0,NA,NA,NA,NA,NA
2015,8,2,7,4160,800,757,-3,16,813,90,93,66,406,919,11,930,930,0,0,0,NA,NA,NA,NA,NA
2015,11,19,4,4927,1530,1534,4,7,1541,110,98,84,565,1805,7,1820,1812,-8,0,0,NA,NA,NA,NA,NA
2015,11,18,3,2115,1440,1445,5,26,1511,152,160,131,981,1822,3,1812,1825,13,0,0,NA,NA,NA,NA,NA
2015,5,6,3,322,1635,1652,17,14,1706,90,96,74,369,1820,8,1805,1828,23,0,0,6,0,17,0,0
2015,6,5,5,323,2145,2140,-5,14,2154,37,42,21,102,2215,7,2222,2222,0,0,0,NA,NA,NA,NA,NA
2015,4,30,4,85,940,940,0,14,954,220,209,192,1448,1206,3,1220,1209,-11,0,0,NA,NA,NA,NA,NA
2015,4,23,4,2186,1945,2017,32,16,2033,142,121,98,762,2211,7,2207,2218,11,0,0,NA,NA,NA,NA,NA
2015,3,27,5,443,830,832,2,21,853,384,337,313,2475,1106,3,1154,1109,-45,0,0,NA,NA,NA,NA,NA
2015,11,1,7,3290,2030,2029,-1,17,2046,152,137,115,864,2341,5,2,2346,-16,0,0,NA,NA,NA,NA,NA
2015,8,22,6,2473,2044,2048,4,16,2104,123,111,90,712,2234,5,2247,2239,-8,0,0,NA,NA,NA,NA,NA
2015,2,4,3,1066,1045,1042,-3,18,1100,71,58,36,214,1236,4,1256,1240,-16,0,0,NA,NA,NA,NA,NA
2015,9,3,4,749,1930,1928,-2,19,1947,140,137,114,814,2141,4,2150,2145,-5,0,0,NA,NA,NA,NA,NA
2015,9,24,4,1284,1059,1055,-4,11,1106,156,142,127,931,1213,4,1235,1217,-18,0,0,NA,NA,NA,NA,NA
2015,2,19,4,356,1040,1040,0,22,1102,93,94,60,337,1202,12,1213,1214,1,0,0,NA,NA,NA,NA,NA
2015,7,17,5,884,1149,1145,-4,16,1201,161,164,135,1010,1416,13,1430,1429,-1,0,0,NA,NA,NA,NA,NA
2015,10,21,3,2992,720,709,-11,23,732,61,58,31,160,803,4,821,807,-14,0,0,NA,NA,NA,NA,NA
2015,7,13,1,331,1745,1806,21,35,1841,160,160,118,967,2139,7,2125,2146,21,0,0,0,0,5,16,0
2015,7,25,6,835,1600,1557,-3,12,1609,99,91,72,442,1721,7,1739,1728,-11,0,0,NA,NA,NA,NA,NA
2015,4,29,3,1376,2052,2047,-5,13,2100,152,135,118,821,2158,4,2224,2202,-22,0,0,NA,NA,NA,NA,NA
2015,9,7,1,6212,2010,2010,0,14,2024,67,67,43,250,2107,10,2117,2117,0,0,0,NA,NA,NA,NA,NA
2015,6,2,2,373,1435,1432,-3,11,1443,39,41,24,102,1507,6,1514,1513,-1,0,0,NA,NA,NA,NA,NA
2015,9,26,6,5327,715,709,-6,10,719,98,96,77,517,836,9,853,845,-8,0,0,NA,NA,NA,NA,NA
2015,4,27,1,237,1645,1640,-5,15,1655,195,193,173,1065,1948,5,2000,1953,-7,0,0,NA,NA,NA,NA,NA
2015,7,22,3,824,1330,1328,-2,8,1336,175,175,160,1139,1416,7,1425,1423,-2,0,0,NA,NA,NA,NA,NA
2015,10,22,4,240,1635,1749,74,17,1806,110,115,95,523,1841,3,1725,1844,79,0,0,47,0,0,32,0
2015,11,16,1,1165,1922,1921,-1,22,1943,388,368,328,2454,2211,18,2250,2229,-21,0,0,NA,NA,NA,NA,NA
2015,8,28,5,781,1350,1344,-6,15,1359,347,328,303,2402,1602,10,1637,1612,-25,0,0,NA,NA,NA,NA,NA
2015,12,1,2,2479,1350,1349,-1,16,1405,208,197,176,1235,1501,5,1518,1506,-12,0,0,NA,NA,NA,NA,NA
2015,2,16,1,2342,1940,2019,39,55,2114,72,103,44,270,2158,4,2052,2202,70,0,0,31,0,0,23,16
2015,2,21,6,423,1145,1149,4,15,1204,395,374,352,2475,1456,7,1520,1503,-17,0,0,NA,NA,NA,NA,NA
2015,3,10,2,4394,1605,1558,-7,24,1622,111,124,94,584,1756,6,1756,1802,6,0,0,NA,NA,NA,NA,NA
2015,9,12,6,5614,1709,1705,-4,25,1730,241,234,205,1464,1855,4,1910,1859,-11,0,0,NA,NA,NA,NA,NA
2015,3,10,2,1025,1520,1516,-4,13,1529,241,240,213,1400,1802,14,1821,1816,-5,0,0,NA,NA,NA,NA,NA
2015,6,16,2,1562,2155,2223,28,13,2236,68,64,45,247,2321,6,2303,2327,24,0,0,0,0,24,0,0
2015,4,13,1,1670,1927,2206,159,14,2220,321,311,292,2398,12,5,2148,17,149,0,0,0,0,21,128,0
2015,12,7,1,114,1016,1015,-1,8,1023,240,232,215,1726,1558,9,1616,1607,-9,0,0,NA,NA,NA,NA,NA
2015,4,14,2,2684,1045,1046,1,16,1102,175,180,158,1235,1540,6,1540,1546,6,0,0,NA,NA,NA,NA,NA
2015,2,15,7,1805,2038,2035,-3,19,2054,71,70,34,196,2128,17,2149,2145,-4,0,0,NA,NA,NA,NA,NA
2015,10,1,4,549,925,923,-2,17,940,75,80,59,289,1039,4,1040,1043,3,0,0,NA,NA,NA,NA,NA
2015,2,10,2,3475,1305,1252,-13,14,1306,65,64,37,196,1343,13,1410,1356,-14,0,0,NA,NA,NA,NA,NA
2015,3,1,7,2480,1940,2350,250,23,13,106,102,63,488,116,16,2126,132,246,0,0,0,0,178,68,0
2015,6,6,6,316,615,611,-4,12,623,95,88,71,502,734,5,750,739,-11,0,0,NA,NA,NA,NA,NA
2015,8,27,4,597,700,704,4,19,723,361,366,337,2496,1000,10,1001,1010,9,0,0,NA,NA,NA,NA,NA
2015,7,20,1,6082,1320,1329,9,20,1349,96,99,71,419,1500,8,1456,1508,12,0,0,NA,NA,NA,NA,NA
2015,7,5,7,3191,1358,1358,0,13,1411,63,51,34,175,1445,4,1501,1449,-12,0,0,NA,NA,NA,NA,NA
2015,2,25,3,411,2100,2115,15,8,2123,140,168,117,937,2320,43,2320,3,43,0,0,28,0,0,0,15
2015,5,26,2,837,1030,1044,14,12,1056,558,554,538,4502,1354,4,1348,1358,10,0,0,NA,NA,NA,NA,NA
2015,11,4,3,540,640,634,-6,23,657,140,134,106,859,843,5,900,848,-12,0,0,NA,NA,NA,NA,NA
2015,10,20,2,6396,620,610,-10,17,627,110,101,79,522,646,5,710,651,-19,0,0,NA,NA,NA,NA,NA
2015,9,16,3,151,1500,1504,4,19,1523,116,113,85,547,1648,9,1656,1657,1,0,0,NA,NA,NA,NA,NA
2015,1,22,4,777,2005,2003,-2,15,2018,332,326,307,2173,2225,4,2237,2229,-8,0,0,NA,NA,NA,NA,NA
2015,11,27,5,200,600,600,0,23,623,130,123,96,697,759,4,810,803,-7,0,0,NA,NA,NA,NA,NA
2015,4,4,6,3584,1913,1906,-7,17,1923,161,170,147,948,2150,6,2154,2156,2,0,0,NA,NA,NA,NA,NA
2015,2,2,1,3063,645,NA,NA,NA,NA,128,NA,NA,738,NA,NA,953,NA,NA,0,1,NA,NA,NA,NA,NA
2015,6,30,2,882,620,617,-3,14,631,166,166,145,1042,856,7,906,903,-3,0,0,NA,NA,NA,NA,NA
2015,3,12,4,2483,1803,1802,-1,17,1819,122,133,99,761,2058,17,2105,2115,10,0,0,NA,NA,NA,NA,NA
2015,8,28,5,1126,710,705,-5,14,719,207,192,169,1431,1208,9,1237,1217,-20,0,0,NA,NA,NA,NA,NA
2015,3,1,7,728,1015,1017,2,20,1037,160,155,129,937,1246,6,1255,1252,-3,0,0,NA,NA,NA,NA,NA
2015,10,22,4,1213,1003,1003,0,9,1012,77,70,51,247,1103,10,1120,1113,-7,0,0,NA,NA,NA,NA,NA
2015,12,27,7,585,1840,1911,31,15,1926,144,137,119,859,2125,3,2104,2128,24,0,0,0,0,0,24,0
2015,7,29,3,1293,1500,1500,0,17,1517,97,80,60,425,1517,3,1537,1520,-17,0,0,NA,NA,NA,NA,NA
2015,4,21,2,2742,850,845,-5,23,908,96,87,60,438,1108,4,1126,1112,-14,0,0,NA,NA,NA,NA,NA
2015,10,11,7,1773,1145,1141,-4,12,1153,219,173,155,1325,1328,6,1424,1334,-50,0,0,NA,NA,NA,NA,NA
2015,4,4,6,1808,1305,1303,-2,11,1314,96,88,74,507,1428,3,1441,1431,-10,0,0,NA,NA,NA,NA,NA
2015,11,7,6,2845,1750,1747,-3,7,1754,80,78,54,369,1948,17,2010,2005,-5,0,0,NA,NA,NA,NA,NA
2015,5,26,2,4448,1217,1210,-7,17,1227,82,82,59,393,1326,6,1339,1332,-7,0,0,NA,NA,NA,NA,NA
2015,3,29,7,2587,1825,1823,-2,8,1831,90,79,68,488,1939,3,1955,1942,-13,0,0,NA,NA,NA,NA,NA
2015,1,28,3,345,1004,957,-7,11,1008,38,38,22,102,1030,5,1042,1035,-7,0,0,NA,NA,NA,NA,NA
2015,4,9,4,5605,1403,1407,4,24,1431,67,73,42,251,1513,7,1510,1520,10,0,0,NA,NA,NA,NA,NA
2015,10,26,1,1927,1655,1703,8,9,1712,70,70,56,337,1808,5,1805,1813,8,0,0,NA,NA,NA,NA,NA
2015,8,31,1,2001,1236,1224,-12,15,1239,59,55,36,205,1315,4,1335,1319,-16,0,0,NA,NA,NA,NA,NA
2015,1,21,3,1937,1130,1127,-3,20,1147,126,124,92,728,1319,12,1336,1331,-5,0,0,NA,NA,NA,NA,NA
2015,7,12,7,1209,1905,1902,-3,12,1914,60,50,33,153,1947,5,2005,1952,-13,0,0,NA,NA,NA,NA,NA
2015,7,3,5,1468,1630,1623,-7,12,1635,145,150,126,907,1941,12,1955,1953,-2,0,0,NA,NA,NA,NA,NA
2015,6,3,3,183,755,809,14,12,821,120,120,103,777,1104,5,1055,1109,14,0,0,NA,NA,NA,NA,NA
2015,2,2,1,136,1220,1219,-1,8,1227,70,63,53,319,1320,2,1330,1322,-8,0,0,NA,NA,NA,NA,NA
2015,6,26,5,3022,1505,1507,2,27,1534,141,148,114,812,1828,7,1826,1835,9,0,0,NA,NA,NA,NA,NA
2015,9,16,3,2123,940,939,-1,15,954,151,132,115,991,1249,2,1311,1251,-20,0,0,NA,NA,NA,NA,NA
2015,5,9,6,1075,1845,2003,78,17,2020,114,117,95,551,2055,5,1939,2100,81,0,0,3,0,0,53,25
2015,6,8,1,4062,2150,2158,8,6,2204,60,52,42,237,2246,4,2250,2250,0,0,0,NA,NA,NA,NA,NA
2015,10,27,2,1273,1105,1102,-3,16,1118,338,314,292,2338,1310,6,1343,1316,-27,0,0,NA,NA,NA,NA,NA
2015,6,10,3,768,1202,1205,3,11,1216,128,110,93,680,1249,6,1310,1255,-15,0,0,NA,NA,NA,NA,NA
2015,12,13,7,37,1540,1537,-3,10,1547,230,209,192,1399,1659,7,1730,1706,-24,0,0,NA,NA,NA,NA,NA
2015,9,16,3,1062,2200,2159,-1,27,2226,145,142,109,859,15,6,25,21,-4,0,0,NA,NA,NA,NA,NA
2015,10,19,1,1007,1355,1807,252,16,1823,171,176,139,980,1942,21,1546,2003,257,0,0,10,0,3,244,0
2015,3,4,3,39,1735,1746,11,9,1755,65,54,41,302,1836,4,1840,1840,0,0,0,NA,NA,NA,NA,NA
2015,9,7,1,1761,1255,1248,-7,12,1300,142,145,129,949,1609,4,1617,1613,-4,0,0,NA,NA,NA,NA,NA
2015,12,15,2,5694,830,823,-7,16,839,134,139,116,679,1035,7,1044,1042,-2,0,0,NA,NA,NA,NA,NA
2015,8,1,6,1572,947,1003,16,19,1022,168,167,142,1076,1244,6,1235,1250,15,0,0,0,0,10,5,0
2015,11,26,4,4579,605,556,-9,24,620,120,129,98,572,758,7,805,805,0,0,0,NA,NA,NA,NA,NA
2015,6,3,3,3502,928,935,7,13,948,115,128,103,491,1131,12,1123,1143,20,0,0,13,0,7,0,0
2015,12,20,7,3088,2210,2221,11,14,2235,70,67,47,271,22,6,20,28,8,0,0,NA,NA,NA,NA,NA
2015,3,27,5,1189,845,844,-1,16,900,262,229,211,1723,1031,2,1107,1033,-34,0,0,NA,NA,NA,NA,NA
2015,10,22,4,190,1251,1251,0,17,1308,326,321,293,2446,2101,11,2117,2112,-5,0,0,NA,NA,NA,NA,NA
2015,6,22,1,5222,1635,1645,10,22,1707,120,100,73,431,1820,5,1835,1825,-10,0,0,NA,NA,NA,NA,NA
2015,10,26,1,176,1400,1408,8,10,1418,238,228,212,1666,1750,6,1758,1756,-2,0,0,NA,NA,NA,NA,NA
2015,9,29,2,44,700,658,-2,16,714,327,313,286,2422,1500,11,1527,1511,-16,0,0,NA,NA,NA,NA,NA
2015,7,24,5,2464,1602,1658,56,11,1709,168,154,133,985,1822,10,1750,1832,42,0,0,0,0,8,34,0
2015,9,22,2,665,1734,1728,-6,82,1850,186,226,139,1096,2109,5,2040,2114,34,0,0,34,0,0,0,0
2015,3,16,1,1730,1929,1940,11,13,1953,191,149,132,1065,2205,4,2240,2209,-31,0,0,NA,NA,NA,NA,NA
2015,6,21,7,966,825,825,0,15,840,100,102,81,495,1001,6,1005,1007,2,0,0,NA,NA,NA,NA,NA
2015,9,3,4,261,750,748,-2,13,801,309,306,288,2218,949,5,959,954,-5,0,0,NA,NA,NA,NA,NA
2015,3,10,2,4520,1155,1144,-11,15,1159,202,188,157,1195,1336,16,1417,1352,-25,0,0,NA,NA,NA,NA,NA
2015,9,21,1,27,610,601,-9,12,613,156,152,136,937,829,4,846,833,-13,0,0,NA,NA,NA,NA,NA
2015,8,1,6,4437,1920,1914,-6,29,1943,81,89,50,315,2133,10,2141,2143,2,0,0,NA,NA,NA,NA,NA
2015,10,15,4,752,2150,2154,4,23,2217,100,102,74,584,31,5,30,36,6,0,0,NA,NA,NA,NA,NA
2015,1,27,2,1925,700,650,-10,23,713,73,74,41,226,754,10,813,804,-9,0,0,NA,NA,NA,NA,NA
2015,2,21,6,1477,700,657,-3,12,709,124,104,83,606,932,9,1004,941,-23,0,0,NA,NA,NA,NA,NA
2015,1,19,1,116,2048,2047,-1,11,2058,111,102,85,680,2323,6,2339,2329,-10,0,0,NA,NA,NA,NA,NA
2015,12,26,6,6750,835,830,-5,14,844,285,247,229,1747,933,4,1020,937,-43,0,0,NA,NA,NA,NA,NA
2015,11,22,7,1182,2150,2208,18,19,2227,115,112,89,704,56,4,45,100,15,0,0,0,0,11,4,0
2015,11,30,1,552,1735,1731,-4,14,1745,121,121,103,647,1828,4,1836,1832,-4,0,0,NA,NA,NA,NA,NA
2015,12,1,2,244,1500,1616,76,20,1636,132,122,96,733,1912,6,1812,1918,66,0,0,66,0,0,0,0
2015,10,23,5,2209,1937,2002,25,22,2024,246,239,210,1589,2154,7,2143,2201,18,0,0,0,0,18,0,0
2015,8,17,1,1215,615,618,3,9,627,205,192,178,1442,1125,5,1140,1130,-10,0,0,NA,NA,NA,NA,NA
2015,8,9,7,1116,1542,1537,-5,16,1553,123,105,84,591,1817,5,1845,1822,-23,0,0,NA,NA,NA,NA,NA
2015,11,23,1,143,830,821,-9,28,849,233,239,198,1660,1407,13,1423,1420,-3,0,0,NA,NA,NA,NA,NA
